SeniorCitizen,tenure,MonthlyCharges,TotalCharges,ChargeVelocity,gender_1,Partner_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_1,OnlineBackup_1,DeviceProtection_1,TechSupport_1,StreamingTV_1,StreamingMovies_1,Contract_One year,Contract_Two year,PaperlessBilling_1,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,58,59.9,3505.1,0.017084509854254016,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False
0,49,59.6,2970.3,0.020058560226163633,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0,30,55.3,1530.6,0.03610603290676417,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,47,99.35,4749.15,0.020915128995926444,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
0,1,30.2,30.2,0.967948717948718,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,72,90.25,6369.45,0.014166974075614753,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,17,64.7,1093.1,0.05913536239831826,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True
1,71,96.35,6766.95,0.014236216284103754,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False
1,2,95.5,181.65,0.5228579249931563,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False
0,27,66.15,1874.45,0.03527153483164041,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False
0,1,20.2,20.2,0.9528301886792453,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,45.25,45.25,0.9783783783783784,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,72,99.9,7251.7,0.013774180649964841,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False
0,5,69.7,316.9,0.21925133689839574,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,46,74.8,3548.3,0.021074578085819737,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,34,106.35,3549.25,0.02995563692697697,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True
0,11,97.85,1105.4,0.08843998553868401,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
0,10,49.55,475.7,0.1039437801552339,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,70,69.2,4872.35,0.01419967783967907,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False
0,17,20.75,418.25,0.04949314251639833,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,63,79.85,4861.45,0.016421762691647215,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False
0,13,76.2,981.45,0.07756119904320831,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False
0,49,84.5,3906.7,0.021623973181155155,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,2,49.25,97.0,0.5025510204081632,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2,80.65,144.15,0.555632104719256,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
0,52,79.75,4217.8,0.01890347966246326,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,False
0,69,64.15,4254.1,0.015076026415360391,False,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False
1,43,90.25,3838.75,0.023504134383748942,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0,15,99.1,1426.4,0.06942693008266777,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True
1,25,69.5,1752.65,0.039631625466883355,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False
1,8,80.65,633.3,0.12714803720636925,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True
1,60,74.85,4456.35,0.01679248881061617,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False
1,18,95.45,1752.55,0.05443243705625731,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True
0,63,99.65,6311.2,0.01578688888184785,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False
1,66,108.45,7076.35,0.0153235321130084,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,False
0,34,24.95,894.3,0.02786775382553334,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,72,107.5,7853.7,0.013686073306428,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,False,False,False
0,47,100.5,4707.1,0.021346190607676133,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
0,60,89.9,5450.7,0.01649026909037548,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,72,42.1,2962.0,0.01420857239284509,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False
0,18,54.4,957.1,0.056779041853668714,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False
0,9,94.4,857.25,0.10999126128750365,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True
0,3,75.3,244.1,0.3072215422276622,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,False
0,47,78.9,3650.35,0.02160844619113479,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,31,79.2,2497.2,0.03170282603474502,False,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False
0,50,20.15,930.9,0.021622491683657045,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,10,79.85,887.35,0.08988574323183429,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
0,1,49.05,49.05,0.98001998001998,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,52,20.4,1090.65,0.01868730820317867,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1,64,111.6,7099.0,0.015718309859154928,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
0,62,24.25,1424.6,0.01701038159371493,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,3,64.5,177.4,0.3615470852017937,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
1,56,110.5,6139.5,0.017995277257552317,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False
0,46,55.65,2688.85,0.02068888599736045,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,8,54.65,482.25,0.11308846352819452,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
1,30,74.75,2111.3,0.03538796572456564,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False
0,45,25.9,1216.6,0.021271353482260183,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
0,1,79.35,79.35,0.9875544492843809,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
0,11,50.55,565.35,0.0892557605720844,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0,7,75.15,496.9,0.15093392247439247,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0,42,103.8,4327.5,0.02398059373917061,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False
0,49,20.15,973.35,0.02068045363575717,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,9,99.3,918.75,0.10796412068496875,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False
0,35,62.15,2215.45,0.028040334769563944,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,48,20.65,1057.0,0.0195179584120983,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,46,19.95,927.1,0.02149552849908415,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0,29,33.75,1009.25,0.0334075723830735,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,30,82.05,2570.2,0.031911169881767266,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
1,1,74.7,74.7,0.9867899603698811,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,66,84.0,5714.25,0.014697519793534841,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False
0,65,111.05,7107.0,0.015623241418120427,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,False,False
0,72,100.9,7459.05,0.013525378516229784,True,False,False,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False
0,12,78.95,927.35,0.0850433564927021,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True
0,71,66.85,4748.7,0.014074573130934584,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False
0,5,21.05,113.85,0.18328254244666958,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0,52,21.0,1107.2,0.018949648077964266,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,25,98.5,2514.5,0.03915722520373683,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True
0,1,20.2,20.2,0.9528301886792453,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,19.45,19.45,0.9511002444987775,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,38,95.0,3605.6,0.026340597792935176,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False
1,66,45.55,3027.25,0.015041690745480061,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False
0,68,110.0,7611.85,0.014449253564696531,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True
0,5,24.3,100.2,0.24011857707509882,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,72,104.15,7303.05,0.014259212354789467,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,False
0,32,30.15,927.65,0.0324664836052334,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,43,94.35,3921.3,0.024054763786553805,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
0,72,19.4,1363.25,0.014220267546270845,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,55,96.75,5238.9,0.018464092826198975,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True
0,52,57.95,3042.25,0.019042142446397767,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False
0,43,91.65,3954.1,0.02317261257616748,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False
1,37,76.5,2868.15,0.026662948957008173,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,64,54.6,3423.5,0.015943933420937365,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False
0,3,89.85,248.4,0.3602646351242983,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False
0,36,31.05,1126.35,0.02754246684703065,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,10,100.25,1064.65,0.09407403931872566,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True
0,41,20.65,835.15,0.0246965257429887,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,27,85.2,2151.6,0.03958004273901329,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
0,56,99.8,5515.45,0.01809134497729518,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False
0,6,20.7,112.75,0.18197802197802196,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,74.4,229.55,0.32270657124268054,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,7,50.7,350.35,0.14430055500213462,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,4,20.85,62.9,0.3262910798122066,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,33,88.95,3027.65,0.029369521073745727,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False
1,27,78.05,2135.5,0.03653171074186754,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True
0,72,23.55,1723.95,0.013652569639699701,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,1,19.75,19.75,0.9518072289156626,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,71,56.45,3985.35,0.014160823811255913,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False
0,13,85.95,1215.65,0.07064480335347059,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,25,58.6,1502.65,0.03897183520101087,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True
0,67,50.55,3260.1,0.015500904602741407,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,35.45,35.45,0.9725651577503429,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,2,44.35,81.25,0.539209726443769,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,43,25.7,1188.2,0.02161116717120753,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
0,23,75.0,1778.5,0.04214667041303737,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
0,64,20.2,1277.75,0.015796676441837732,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,57,19.6,1170.55,0.016729973112543213,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,1,70.45,70.45,0.9860041987403779,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
1,72,88.05,6425.65,0.013700761672099772,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,8,71.15,563.65,0.12600726113521651,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True
0,61,101.05,5971.25,0.016919921302691616,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False
0,64,84.3,5289.05,0.015935577168457764,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False
1,71,23.95,1756.2,0.013629638060550876,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,65,99.05,6416.7,0.015433878180656621,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,False
0,3,19.6,61.35,0.3143544506816359,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,45.65,45.65,0.9785637727759914,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,30,64.5,1929.95,0.033403247106346616,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
0,15,69.5,1071.4,0.06480790749720253,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False
0,8,68.55,564.35,0.12125232157070841,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False
0,7,95.0,655.5,0.1447067783701447,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True
0,70,108.15,7930.55,0.01363541804565312,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False
0,62,86.1,5215.25,0.01650611071171819,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False
0,6,19.7,113.5,0.1720524017467249,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,14,80.9,1152.8,0.0701161379788525,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,22,84.15,1821.95,0.04616144161935325,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,22,20.15,419.9,0.047873604181515796,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,16,64.25,1024.0,0.06268292682926829,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,10,25.7,251.6,0.10174188440221694,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,13,56.0,764.55,0.07315002285938214,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
0,20,82.4,1592.35,0.05171494022029059,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
0,2,69.7,135.2,0.511747430249633,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,53,73.9,3958.25,0.018665151228136643,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False
0,11,20.6,233.9,0.08769689229459345,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,69,19.9,1363.45,0.014584631170068524,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,4,70.9,273.0,0.2587591240875913,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,72,89.05,6254.45,0.014235586568512258,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False
1,58,45.3,2651.2,0.017080159867279995,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True
0,16,20.4,321.4,0.06327543424317618,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,43,84.25,3539.25,0.023797754395875996,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False
0,2,104.4,242.8,0.42821985233798193,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True
0,14,81.95,1181.75,0.06928767702388501,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False
0,53,94.85,5000.2,0.01896544829240982,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True
0,32,20.55,654.55,0.03134772328579056,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,34,24.7,780.2,0.03161802355350742,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,15,74.45,1145.7,0.06492543821400541,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
1,7,76.45,503.6,0.15150614347998415,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
0,15,105.35,1559.25,0.06752123057202371,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False
0,61,20.55,1252.0,0.016400638467677576,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
0,1,29.95,29.95,0.9676898222940226,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,45.3,45.3,0.978401727861771,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,8,84.5,662.65,0.12732615083251714,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,33,74.75,2453.3,0.030456749378641564,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False
0,13,79.25,1111.65,0.07122635150316811,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True
0,1,24.8,24.8,0.9612403100775194,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,20,51.8,1023.85,0.050543982046153096,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,3,30.4,82.15,0.36560432952495486,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,13,19.65,244.8,0.07994304312449145,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,40,56.6,2379.1,0.023780513423805723,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,43,71.9,3173.35,0.022650306361932368,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False,False
0,6,91.0,531.0,0.17105263157894737,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True
0,69,19.75,1375.4,0.014349026445800639,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,72,109.7,8129.3,0.013492737045373479,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False
0,59,19.3,1192.7,0.01616821646979978,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,20,96.55,1901.65,0.050745013533755545,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False
0,24,24.1,587.4,0.04095853161114888,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,59,111.35,6519.75,0.017076256565579113,True,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False
0,72,112.25,8041.65,0.013956842582979492,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False
0,1,20.75,20.75,0.9540229885057471,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,27,101.9,2681.15,0.03799190947560726,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False
0,14,80.05,1112.3,0.07190335039971257,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
0,71,105.55,7405.5,0.014250995746979005,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False
0,13,78.3,1033.95,0.07565582878399922,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
0,44,68.85,2958.95,0.023260528049460296,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,33,79.95,2684.85,0.02976711283206434,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
0,72,55.45,4179.2,0.0132649155542797,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False
0,1,79.9,79.9,0.9876390605686032,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
0,19,106.6,1934.45,0.05507763052520085,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True
0,64,102.45,6654.1,0.015394208952532644,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False
0,2,46.0,84.5,0.5380116959064327,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
0,1,25.25,25.25,0.9619047619047619,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,61,19.75,1124.2,0.01755243512264486,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,29,20.0,540.05,0.03696516033638296,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,23,86.8,1975.85,0.04390823785315021,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,57,58.75,3437.45,0.017086187090113277,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False
0,72,45.25,3139.8,0.014407157412124299,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False
0,66,56.6,3789.2,0.014933248905070974,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False
0,65,84.2,5324.5,0.015810721997934468,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False
